word,translation,toeic_target,sentence,trans_s
fold,v. 摺疊、對摺 n. 摺痕、折疊處,初級,1. She folded the paper in half. 2. There is a fold in the fabric.,1. 她把紙對折了。 2. 布料上有一道摺痕。
manuscript,n. 手稿；原稿；稿件,中級,She sent her manuscript to a publisher.,她把稿件寄給了出版社。
access,n. 使用權、進入權 v. 存取、取得；進入,初級,1. Only staff members have access to this room. 2. You can access the files online.,1. 只有工作人員才能進入此房間。 2. 您可以在線上存取這些文件。
discard,v. 丟棄、拋棄 n. 廢棄物,初級,1. Please discard the broken items. 2. They discarded the original plan. 3. The pile of discards was growing.,1. 請丟棄破損物品。 2. 他們放棄了原計劃。 3. 廢棄物堆積如山。
duplicate,v. 複製、複印 n. 副本、複製品 adj. 重複的、一模一樣的,中級,1. Please duplicate this document. 2. Keep a duplicate of the contract. 3. There are duplicate files on the computer.,1. 請複印此文件。 2. 請保留一份合約副本。 3. 電腦裡有重複的檔案。
file,n. 檔案、文件 v. 歸檔；提交,初級,1. I saved the file on my desktop. 2. She filed the documents alphabetically. 3. He filed a complaint with the company.,1. 我把文件保存到了桌面。 2. 她以字母順序整理了文件。 3. 他向公司提出了投訴。
administrative,adj. 行政的；管理的；行政上的,高級,She works in an administrative position.,她從事行政工作。
analyze,v. 分析、解析、細究,初級,The scientist analyzed the data carefully.,這位科學家仔細分析了數據。
clerical,adj. 文書的、辦公室的、行政文書工作的,中級,1. She does clerical work in a hospital. 2. Clerical staff handle filing and data entry.,1. 她在醫院當文員工作。 2. 文員負責文件歸檔和資料輸入。
draft,n. 草稿、初稿 v. 起草、草擬 adj. 草擬的、初步的,初級,1. I wrote the first draft of my report. 2. She drafted a proposal for the project. 3. a draft version of the document.,1. 我寫了報告的初稿。 2. 她起草了一份專案提案。 3. 文件的草稿版本。
finalize,v. 完成、定案、敲定、使最終確定,中級,We need to finalize the report by Friday.,我們需要在周五之前完成報告。
paperwork,n. 文書工作；行政文件,初級,I spent the whole afternoon doing paperwork.,我整個下午都在處理文書工作。
revise,v. 修改、修訂、復習(英式用法),初級,1. I need to revise my essay. 2. She is revising for the exam.,1. 我需要修改我的文章。 2. 她正在複習考試。
tight,adj. 緊的、緊密的；緊張的；緊湊的,初級,1. These shoes are too tight. 2. The crowd was very tight.3. We have a tight schedule.,1. 這雙鞋太緊了。 2. 人群非常擁擠。 3. 我們的日程安排很緊湊。
timely,adj. 適時的、及時的、恰當時機的,初級,The timely warning helped prevent an accident.,及時的警告避免了一起事故的發生。
attachment,n. 附件；附屬物；依附；感情依戀,中級,1. Please see the attachment for details. 2. This vacuum cleaner comes with several attachments. 3. She has a strong attachment to her hometown.,1. 詳情請見附件。 2. 這款吸塵器配有多種配件。 3. 她對家鄉有著深厚的感情。
attentive,adj. 注意的、專心的；體貼的,中級,1. The students were very attentive in class. 2. He is an attentive waiter.,1. 學生上課非常專心。 2. 他是一位細心的服務生。
concerning,conj. 關於；涉及 adj. 令人擔心的,中級,1. We had a meeting concerning the project. 2. There is some concerning news about the economy.,1. 我們開會討論了這個項目。 2. 有一些關於經濟的令人擔憂的消息。
reschedule,v. 重新安排；改期；調整時間 ,中級,1. We had to reschedule the meeting. 2. The flight was rescheduled to tomorrow.,1. 我們不得不重新安排會議時間。 2. 航班改期到明天了。
efficient,adj. 有效率的、效率高的；節能的,中級,1. She is very efficient at her job. 2. This machine is very efficient. 3. an energy-efficient car,1. 她工作效率很高。 2. 這台機器效率很高。 3. 一輛節能汽車
manner,n. 方式；態度；舉止；禮貌,中級,1. He spoke in a polite manner. 2. Her manner was very calm.,1. 他說話很有禮貌。 2. 她舉止非常沉穩。
stamp,n. 郵票；印章 v. 蓋章；跺腳,初級,1. I put a stamp on the letter. 2. The document has an official stamp. 3.The clerk stamped my passport.  4. He stamped his foot in anger.,1. 我在信上貼了郵票。 2. 這份文件上有官方印章。 3. 辦事員在我的護照上蓋了章。 4. 他生氣地跺了跺腳。
format,n. 格式、形式 v. 編排；設定格式,初級,1. The document is in PDF format. 2. Please format the text before submitting.,1. 文件為PDF格式。 2. 請在提交前調整文字格式。
address,n. 地址；演講 v. 對付、處理,中級,1. What is your home address? 2. The president gave a speech and an address. 3. We need to address this issue immediately.,1. 你的家庭住址是什麼？ 2. 總統發表了演說。 3. 我們需要立即解決這個問題。
announce,v. 宣布、公告、宣告,中級,The company announced a new product.,該公司發布了一款新產品。
in advance,phr. 提前；事先,中級,Please book the tickets in advance.,請提前預訂門票。
overview,n. 概述、總覽、概觀,初級,1. The report gives an overview of the project. 2. This book provides a good overview of history.,1. 該報告概述了該項目。 2. 這本書對歷史做了很好的概述。
summarize,v. 總結、摘要、概述,中級,Please summarize the article in three sentences.,請用三句話概括這篇文章。
about,prep. 關於 adv. 大約；附近；即將,初級,1. This book is about history. 2. It is about 5 o’clock. 3. He is somewhere about. 4. I was about to leave.,1. 這本書是關於歷史的。 2. 現在大約五點。 3. 他就在附近。 4. 我正要離開。
explain,v. 解釋、說明、闡述 ,初級,Can you explain this grammar rule?,你能解釋一下這條語法規則嗎？
circulate,v. 流通；循環；散播；傳閱,中級,1. The air circulates in the room. 2. Rumors circulated quickly. 3. The memo was circulated among employees.,1. 房間裡的空氣流通。 2. 謠言傳得很快。 3. 這份備忘錄在員工之間傳閱。
forward,adv. 向前、往前 adj. 前方的；未來的 v. 轉寄；推進、促進,中級,"1. Step forward, please. 2. the forward direction 3. Please forward the email to me. 4. This plan will forward our goals.",1. 請上前一步。 2. 前進的方向。 3. 請把郵件轉寄給我。 4. 這個計劃將有助於我們達成目標。
inform,v. 通知、告知、報告,初級,1. Please inform me of any changes. 2. She informed the manager about the problem.,1. 如有任何變動，請告知我。 2. 她已將問題告知經理。
reminder,n. 提醒；提醒事項；提示,中級,1. I set a reminder for the meeting. 2. The app sends daily reminders.,1. 我設定了會議提醒。 2. 該應用程式每天都會發送提醒。
state,n. 狀態、情況；州 (美國行政區)；國家 v. 陳述、說明,初級,1. The machine is in a bad state. 2. California is a large state. 3. the state government 4. He stated his opinion clearly.,1. 這台機器狀況很差。 2. 加州是一個大州。 3. 州政府。 4. 他清楚地表達了自己的觀點。
attention,n. 注意、專注；關注、留意,初級,1. Please pay attention in class. 2. The issue has received a lot of attention.,1. 請認真聽課。 2. 這個問題已經引起了廣泛關注。
notify,v. 通知；告知；正式告知,初級,1. Please notify me when you arrive. 2. The company notified employees about the policy update.,1. 您到達時請通知我。 2. 本公司已將政策更新通知員工。
short notice,phr. n. 短時間通知；臨時通知,中級,"Sorry for the short notice, but the meeting is cancelled.",很抱歉通知得這麼晚，會議取消了。
notice,n./v. 注意；通知；公告；察覺 ,初級,1. The school posted a notice on the board. 2. I didn’t take notice of it. 3. Did you notice the change?,1. 學校在公告欄上張貼了通知。 2. 我沒注意到。 3. 你注意到變化了嗎？
beforehand,adv. 提前；事先,中級,I prepared everything beforehand.,我事先做好了一切準備。
pertinent,adj. 相關的、切題的；恰當的 ,中級,Please provide all pertinent information.,請提供所有相關資訊。
enact,v. 制定 (法律)；頒布；實施；上演,初級,1. The government enacted a new law. 2. The policy was enacted last year. 3. The play enacts a historical event.,1. 政府頒布了一項新法。 2. 這項政策是去年頒布的。 3. 這部戲劇再現了一個歷史事件。
obligate,v. 使有義務；迫使；約束,中級,1. The contract obligates the company to provide support. 2. He felt obligated to help his friend.,1. 合約規定公司有義務提供支援。 2. 他覺得自己有義務幫助朋友。
since,prep. 自從 conj. 因為、既然 adv. 此後、從那之後,初級,"1. I have lived here since 2020. 2. Since it is raining, we will stay home. 3. He left in 2019 and hasn’t been seen since.",1. 我從2020年起就住在這裡。 2. 因為下雨，我們會待在家裡。 3. 他2019年離開後就杳無音訊。
temporary,adj. 臨時的；暫時的,中級,We are staying in a temporary shelter.,我們目前住在臨時住所。
command,n./v. 命令；指令；控制；掌握,中級,1. The officer gave a clear command. 2. The general commanded the troops. 3. He has a good command of English.,1. 這位軍官下達了明確的命令。 2. 這位將軍指揮了部隊。 3. 他的英語很好。
frequently,adv. 頻繁地、經常地,中級,This problem occurs frequently.,這個問題經常發生。
mandatory,adj. 強制的、必須的；法定的,中級,1. Wearing a seatbelt is mandatory. 2. Attendance at the meeting is mandatory.,1. 必須係安全帶。 2. 必須出席會議。
affect,v. 影響；作用於,初級,1. he new policy will affect many workers. 2. Smoking can affect your health.,1. 這項新政策將影響許多工人。 2. 吸煙有害健康。
avoid,v. 避免、迴避、躲開,初級,1. He avoided answering the question. 2. She avoided the crowded area.,1. 他迴避了這個問題。 2. 她避開了人群密集的地方。
aware,adj. 意識到的、察覺到的；知道的,初級,1. I am aware of the problem. 2. She became aware of the danger.,1. 我意識到這個問題了。 2. 她意識到了危險。
circumstance,n. 情況；環境；條件,高級,"1. Under normal circumstances, this would be easy. 2. We must consider the circumstances before deciding. 3. In these circumstances, we should cancel the trip.",1. 通常情況下，這很容易。 2. 我們必須考慮具體情況後再做決定。 3. 在這種情況下，我們應該取消這次旅行。
